relationship,run_id,run,method,seed,target_module,layer,predictor,outcome,slope,intercept,correlation,r_squared,n_points
coefficient_update_vs_checkpoint,qdora-seed42-fp32,QDoRA-fp32 (seed 42),QDoRA-fp32,42,up_proj,3.0,checkpoint_fraction,coefficient_update_rel,0.00895221233367917,0.06908107921481135,0.8104069008750105,0.6567593449858392,4
coefficient_update_vs_checkpoint,qdora-seed42-fp32,QDoRA-fp32 (seed 42),QDoRA-fp32,42,up_proj,4.0,checkpoint_fraction,coefficient_update_rel,0.009192100167274467,0.061952970921993256,0.8195039117811547,0.6715866614246145,4
coefficient_update_vs_checkpoint,qdora-seed42-fp32,QDoRA-fp32 (seed 42),QDoRA-fp32,42,up_proj,5.0,checkpoint_fraction,coefficient_update_rel,0.009096442162990553,0.061601340770721456,0.8098077543522021,0.6557885990089565,4
delta_m_vs_delta_d,qdora-seed42-fp32,QDoRA-fp32 (seed 42),QDoRA-fp32,42,v_proj,,delta_direction,delta_magnitude_paper,0.66371588039309,0.005933630552731969,0.3726747869373443,0.13888649681879497,24
delta_m_vs_delta_d,qdora-seed42-fp32,QDoRA-fp32 (seed 42),QDoRA-fp32,42,v_proj,,delta_direction,delta_magnitude_rel,3.8492728466496575,0.009101632034457954,0.6983992557823507,0.4877615204773414,24
coefficient_update_vs_checkpoint,qdora-seed42-fp32,QDoRA-fp32 (seed 42),QDoRA-fp32,42,v_proj,0.0,checkpoint_fraction,coefficient_update_rel,0.008264672756195045,0.07431521266698839,0.832237577776574,0.6926193858634191,4
coefficient_update_vs_checkpoint,qdora-seed42-fp32,QDoRA-fp32 (seed 42),QDoRA-fp32,42,v_proj,1.0,checkpoint_fraction,coefficient_update_rel,0.007685002684593177,0.06596276536583902,0.8389029858314474,0.7037582196369176,4
coefficient_update_vs_checkpoint,qdora-seed42-fp32,QDoRA-fp32 (seed 42),QDoRA-fp32,42,v_proj,2.0,checkpoint_fraction,coefficient_update_rel,0.01026457250118253,0.0839628912508488,0.8278448599673472,0.6853271121743568,4
coefficient_update_vs_checkpoint,qdora-seed42-fp32,QDoRA-fp32 (seed 42),QDoRA-fp32,42,v_proj,3.0,checkpoint_fraction,coefficient_update_rel,0.009078744053840631,0.06942455470561983,0.820352212342424,0.6729777522951095,4
coefficient_update_vs_checkpoint,qdora-seed42-fp32,QDoRA-fp32 (seed 42),QDoRA-fp32,42,v_proj,4.0,checkpoint_fraction,coefficient_update_rel,0.00919763743877407,0.06325992569327359,0.8197482039740798,0.6719871179187294,4
coefficient_update_vs_checkpoint,qdora-seed42-fp32,QDoRA-fp32 (seed 42),QDoRA-fp32,42,v_proj,5.0,checkpoint_fraction,coefficient_update_rel,0.01190117895603177,0.07695924863219261,0.828802565362487,0.6869136923514395,4
delta_m_vs_delta_d,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,down_proj,,delta_direction,delta_magnitude_rel,2.9726159999017083,0.003763896414618804,0.5730994329929545,0.328442960096846,24
coefficient_update_vs_checkpoint,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,down_proj,0.0,checkpoint_fraction,coefficient_update_rel,0.0069434374570846585,0.059006772935390445,0.8134784216054293,0.6617471424176605,4
coefficient_update_vs_checkpoint,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,down_proj,1.0,checkpoint_fraction,coefficient_update_rel,0.0063116878271102924,0.046477336436510065,0.7696260860224308,0.592324312286206,4
coefficient_update_vs_checkpoint,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,down_proj,2.0,checkpoint_fraction,coefficient_update_rel,0.00819287002086638,0.05403922311961652,0.813589954867814,0.6619286146618117,4
coefficient_update_vs_checkpoint,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,down_proj,3.0,checkpoint_fraction,coefficient_update_rel,0.008180932700634,0.05664432421326638,0.8190763994101294,0.6708861480706619,4
coefficient_update_vs_checkpoint,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,down_proj,4.0,checkpoint_fraction,coefficient_update_rel,0.008767156302928911,0.05611333996057511,0.8077218331061826,0.6524145596764119,4
coefficient_update_vs_checkpoint,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,down_proj,5.0,checkpoint_fraction,coefficient_update_rel,0.00937607288360593,0.05277139879763127,0.8059488589832812,0.6495535632964529,4
delta_m_vs_delta_d,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,k_proj,,delta_direction,delta_magnitude_rel,0.7602466296830677,0.0049413649602047345,0.23451355115586037,0.054996605675732335,24
coefficient_update_vs_checkpoint,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,k_proj,0.0,checkpoint_fraction,coefficient_update_rel,0.003656907379627224,0.03263025917112827,0.8139118850276792,0.6624525565893101,4
coefficient_update_vs_checkpoint,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,k_proj,1.0,checkpoint_fraction,coefficient_update_rel,0.0036804236471652927,0.020115059800446033,0.8526220000086662,0.7269642748987779,4
coefficient_update_vs_checkpoint,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,k_proj,2.0,checkpoint_fraction,coefficient_update_rel,0.002691958099603639,0.021853164769709117,0.8226589003326312,0.6767676662964941,4
coefficient_update_vs_checkpoint,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,k_proj,3.0,checkpoint_fraction,coefficient_update_rel,0.003861488401889794,0.02054862957447768,0.8324084922838723,0.6929038980263095,4
coefficient_update_vs_checkpoint,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,k_proj,4.0,checkpoint_fraction,coefficient_update_rel,0.004623869806528084,0.020250028930604468,0.8303985608386681,0.6895617698429313,4
coefficient_update_vs_checkpoint,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,k_proj,5.0,checkpoint_fraction,coefficient_update_rel,0.0037267930805683093,0.023258335888385773,0.8376047869025576,0.7015817790420789,4
delta_m_vs_delta_d,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,q_proj,,delta_direction,delta_magnitude_paper,1.761963200824611,0.0055271254497418565,0.39214590143740746,0.15377840801415688,24
delta_m_vs_delta_d,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,q_proj,,delta_direction,delta_magnitude_rel,1.6752004839183208,0.006704206979951056,0.3161323444829533,0.09993965922828865,24
coefficient_update_vs_checkpoint,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,q_proj,0.0,checkpoint_fraction,coefficient_update_rel,0.0038363561034202454,0.04075456410646439,0.8538589680546345,0.7290751373273253,4
coefficient_update_vs_checkpoint,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,q_proj,1.0,checkpoint_fraction,coefficient_update_rel,0.004477059096097939,0.02860215306282044,0.8338880258930426,0.6953692397277956,4
coefficient_update_vs_checkpoint,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,q_proj,2.0,checkpoint_fraction,coefficient_update_rel,0.003826466947793943,0.030661011114716537,0.8282355466361648,0.6859741207117068,4
coefficient_update_vs_checkpoint,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,q_proj,3.0,checkpoint_fraction,coefficient_update_rel,0.004761250317096704,0.03186316788196564,0.827936176176089,0.6854783118210838,4
coefficient_update_vs_checkpoint,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,q_proj,4.0,checkpoint_fraction,coefficient_update_rel,0.004764862358570083,0.03218356519937516,0.8271814963673493,0.684229227932527,4
coefficient_update_vs_checkpoint,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,q_proj,5.0,checkpoint_fraction,coefficient_update_rel,0.004922403395175932,0.03315266035497187,0.8265137710160003,0.6831250136790894,4
delta_m_vs_delta_d,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,up_proj,,delta_direction,delta_magnitude_rel,6.903905895078403,-0.0002999512594299025,0.6594298189811272,0.43484768616148217,24
coefficient_update_vs_checkpoint,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,up_proj,0.0,checkpoint_fraction,coefficient_update_rel,0.00908209085464477,0.0628519281744957,0.834234309504998,0.6959468831552807,4
coefficient_update_vs_checkpoint,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,up_proj,1.0,checkpoint_fraction,coefficient_update_rel,0.008469715714454642,0.06699007004499435,0.8242378737252343,0.6793680724830953,4
coefficient_update_vs_checkpoint,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,up_proj,2.0,checkpoint_fraction,coefficient_update_rel,0.008232665061950683,0.06599868834018706,0.819630678765129,0.6717944495729861,4
coefficient_update_vs_checkpoint,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,up_proj,3.0,checkpoint_fraction,coefficient_update_rel,0.008758351206779464,0.06831949949264526,0.8084292275244006,0.6535578159156991,4
coefficient_update_vs_checkpoint,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,up_proj,4.0,checkpoint_fraction,coefficient_update_rel,0.009393669664859773,0.06191758438944814,0.820115556923984,0.6725895267087364,4
coefficient_update_vs_checkpoint,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,up_proj,5.0,checkpoint_fraction,coefficient_update_rel,0.009596727788448315,0.060700304806232445,0.8134166565416865,0.6616466571394559,4
delta_m_vs_delta_d,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,v_proj,,delta_direction,delta_magnitude_paper,0.5734124637212493,0.0063070937860911875,0.2952511088860026,0.08717321729841415,24
delta_m_vs_delta_d,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,v_proj,,delta_direction,delta_magnitude_rel,3.310786943629876,0.011338151093219284,0.5656895497617526,0.32000466670965433,24
coefficient_update_vs_checkpoint,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,v_proj,0.0,checkpoint_fraction,coefficient_update_rel,0.007321277260780332,0.07127639278769493,0.8323968693361145,0.6928845480805644,4
coefficient_update_vs_checkpoint,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,v_proj,1.0,checkpoint_fraction,coefficient_update_rel,0.007026723027229296,0.06494742631912231,0.8262821948717705,0.6827422655621105,4
coefficient_update_vs_checkpoint,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,v_proj,2.0,checkpoint_fraction,coefficient_update_rel,0.01022544503211973,0.08192151039838792,0.8215624468856955,0.6749648541328112,4
coefficient_update_vs_checkpoint,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,v_proj,3.0,checkpoint_fraction,coefficient_update_rel,0.009901314973831158,0.06833312287926677,0.8216082944514818,0.6750401895114727,4
coefficient_update_vs_checkpoint,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,v_proj,4.0,checkpoint_fraction,coefficient_update_rel,0.009615764021873455,0.06573461368679999,0.8264436422050571,0.6830090937411604,4
coefficient_update_vs_checkpoint,qdora-seed43-fp32,QDoRA-fp32 (seed 43),QDoRA-fp32,43,v_proj,5.0,checkpoint_fraction,coefficient_update_rel,0.012258270382881128,0.07358366996049882,0.827928702682428,0.6854659367254083,4
delta_m_vs_delta_d,qlora-seed42,QLoRA (seed 42),QLoRA,42,down_proj,,delta_direction,delta_magnitude_rel,0.6717111064407933,0.0008772932284746199,0.9497241953116714,0.9019760471604018,24
coefficient_update_vs_checkpoint,qlora-seed42,QLoRA (seed 42),QLoRA,42,down_proj,0.0,checkpoint_fraction,coefficient_update_rel,0.0074538752436637675,0.05702302604913713,0.80793443285048,0.6527580477854269,4
coefficient_update_vs_checkpoint,qlora-seed42,QLoRA (seed 42),QLoRA,42,down_proj,1.0,checkpoint_fraction,coefficient_update_rel,0.006461741030216211,0.04601006396114826,0.7957177033180303,0.6331666633737209,4
coefficient_update_vs_checkpoint,qlora-seed42,QLoRA (seed 42),QLoRA,42,down_proj,2.0,checkpoint_fraction,coefficient_update_rel,0.007686451077461221,0.055692806839942946,0.8064909301555322,0.6504276204231355,4
coefficient_update_vs_checkpoint,qlora-seed42,QLoRA (seed 42),QLoRA,42,down_proj,3.0,checkpoint_fraction,coefficient_update_rel,0.008463846147060392,0.05568102188408375,0.8040192127359196,0.6464468944484879,4
coefficient_update_vs_checkpoint,qlora-seed42,QLoRA (seed 42),QLoRA,42,down_proj,4.0,checkpoint_fraction,coefficient_update_rel,0.008449202775955194,0.05687954276800156,0.7968434588169994,0.634959497859439,4
coefficient_update_vs_checkpoint,qlora-seed42,QLoRA (seed 42),QLoRA,42,down_proj,5.0,checkpoint_fraction,coefficient_update_rel,0.008999148011207578,0.05400900542736053,0.8079746500955407,0.6528230351970115,4
delta_m_vs_delta_d,qlora-seed42,QLoRA (seed 42),QLoRA,42,k_proj,,delta_direction,delta_magnitude_rel,1.1687363704520966,-2.6776656867669943e-05,0.8005850773159849,0.6409364660210416,24
coefficient_update_vs_checkpoint,qlora-seed42,QLoRA (seed 42),QLoRA,42,k_proj,0.0,checkpoint_fraction,coefficient_update_rel,0.0023444846272468504,0.03119942918419838,0.836048821307839,0.6989776316102269,4
coefficient_update_vs_checkpoint,qlora-seed42,QLoRA (seed 42),QLoRA,42,k_proj,1.0,checkpoint_fraction,coefficient_update_rel,0.0036092981696128875,0.0204953895881772,0.8501270343160375,0.7227159744749813,4
coefficient_update_vs_checkpoint,qlora-seed42,QLoRA (seed 42),QLoRA,42,k_proj,2.0,checkpoint_fraction,coefficient_update_rel,0.0027596689760684937,0.022554461844265457,0.8197907750614923,0.6720569148759223,4
coefficient_update_vs_checkpoint,qlora-seed42,QLoRA (seed 42),QLoRA,42,k_proj,3.0,checkpoint_fraction,coefficient_update_rel,0.0037654206156730644,0.021063288673758503,0.8273508395187883,0.6845094116524438,4
coefficient_update_vs_checkpoint,qlora-seed42,QLoRA (seed 42),QLoRA,42,k_proj,4.0,checkpoint_fraction,coefficient_update_rel,0.004426151514053339,0.02169623784720899,0.8373691166813344,0.7011870375716782,4
coefficient_update_vs_checkpoint,qlora-seed42,QLoRA (seed 42),QLoRA,42,k_proj,5.0,checkpoint_fraction,coefficient_update_rel,0.003748131543397902,0.023322835564613342,0.828478762044321,0.6863770591584907,4
delta_m_vs_delta_d,qlora-seed42,QLoRA (seed 42),QLoRA,42,q_proj,,delta_direction,delta_magnitude_paper,1.3203952301134447,-0.0004308465226000838,0.9090272243482489,0.8263304946062816,24
delta_m_vs_delta_d,qlora-seed42,QLoRA (seed 42),QLoRA,42,q_proj,,delta_direction,delta_magnitude_rel,1.7108294933567485,-0.0007043426304899707,0.8918408092163507,0.7953800289836752,24
coefficient_update_vs_checkpoint,qlora-seed42,QLoRA (seed 42),QLoRA,42,q_proj,0.0,checkpoint_fraction,coefficient_update_rel,0.004329122602939592,0.03909077122807504,0.8428485167463459,0.7103936221815152,4
coefficient_update_vs_checkpoint,qlora-seed42,QLoRA (seed 42),QLoRA,42,q_proj,1.0,checkpoint_fraction,coefficient_update_rel,0.004306089133024213,0.028884718194603923,0.8422869917541032,0.7094473764781767,4
coefficient_update_vs_checkpoint,qlora-seed42,QLoRA (seed 42),QLoRA,42,q_proj,2.0,checkpoint_fraction,coefficient_update_rel,0.003705104440450658,0.03003491461277009,0.8377049176860231,0.7017495291153467,4
coefficient_update_vs_checkpoint,qlora-seed42,QLoRA (seed 42),QLoRA,42,q_proj,3.0,checkpoint_fraction,coefficient_update_rel,0.004594530165195467,0.03154751285910605,0.833640950231644,0.6949572339031183,4
coefficient_update_vs_checkpoint,qlora-seed42,QLoRA (seed 42),QLoRA,42,q_proj,4.0,checkpoint_fraction,coefficient_update_rel,0.005250625312328331,0.0330264139920473,0.8215330618839579,0.674916571768431,4
coefficient_update_vs_checkpoint,qlora-seed42,QLoRA (seed 42),QLoRA,42,q_proj,5.0,checkpoint_fraction,coefficient_update_rel,0.0048077762126922585,0.03289794549345971,0.8274889784980954,0.6847380095358214,4
delta_m_vs_delta_d,qlora-seed42,QLoRA (seed 42),QLoRA,42,up_proj,,delta_direction,delta_magnitude_rel,1.1354877112619963,0.00012466827958896074,0.9720760605758527,0.9449318675446688,24
coefficient_update_vs_checkpoint,qlora-seed42,QLoRA (seed 42),QLoRA,42,up_proj,0.0,checkpoint_fraction,coefficient_update_rel,0.00916348099708555,0.06295844167470933,0.828833815134795,0.6869654931108996,4
coefficient_update_vs_checkpoint,qlora-seed42,QLoRA (seed 42),QLoRA,42,up_proj,1.0,checkpoint_fraction,coefficient_update_rel,0.008939778804779053,0.06463383883237837,0.8194710172919067,0.6715327481814325,4
coefficient_update_vs_checkpoint,qlora-seed42,QLoRA (seed 42),QLoRA,42,up_proj,2.0,checkpoint_fraction,coefficient_update_rel,0.008542108535766597,0.06725210323929787,0.8161131888814777,0.6660407370662944,4
coefficient_update_vs_checkpoint,qlora-seed42,QLoRA (seed 42),QLoRA,42,up_proj,3.0,checkpoint_fraction,coefficient_update_rel,0.008712160587310764,0.06786729022860528,0.8113081460383235,0.6582209078281416,4
coefficient_update_vs_checkpoint,qlora-seed42,QLoRA (seed 42),QLoRA,42,up_proj,4.0,checkpoint_fraction,coefficient_update_rel,0.009450718760490405,0.062258180230855935,0.8259459327066223,0.6821866837546122,4
coefficient_update_vs_checkpoint,qlora-seed42,QLoRA (seed 42),QLoRA,42,up_proj,5.0,checkpoint_fraction,coefficient_update_rel,0.009214898943901035,0.06232976540923119,0.8090049168961474,0.6544889555621424,4
delta_m_vs_delta_d,qlora-seed42,QLoRA (seed 42),QLoRA,42,v_proj,,delta_direction,delta_magnitude_paper,0.2689647280049123,0.0005112088147212572,0.8928469959878549,0.7971757582445366,24
delta_m_vs_delta_d,qlora-seed42,QLoRA (seed 42),QLoRA,42,v_proj,,delta_direction,delta_magnitude_rel,0.9324854701328802,0.0005033130060991513,0.9840854487139374,0.9684241703705115,24
coefficient_update_vs_checkpoint,qlora-seed42,QLoRA (seed 42),QLoRA,42,v_proj,0.0,checkpoint_fraction,coefficient_update_rel,0.007146319746971099,0.07344609126448635,0.8304088534386475,0.689578863869289,4
coefficient_update_vs_checkpoint,qlora-seed42,QLoRA (seed 42),QLoRA,42,v_proj,1.0,checkpoint_fraction,coefficient_update_rel,0.008285889029502861,0.0652044378221035,0.8349368916157348,0.6971196129809453,4
coefficient_update_vs_checkpoint,qlora-seed42,QLoRA (seed 42),QLoRA,42,v_proj,2.0,checkpoint_fraction,coefficient_update_rel,0.010584667325019849,0.07982886210083957,0.8204580856443412,0.6731514702991771,4
coefficient_update_vs_checkpoint,qlora-seed42,QLoRA (seed 42),QLoRA,42,v_proj,3.0,checkpoint_fraction,coefficient_update_rel,0.009400463104248013,0.06906966492533687,0.8169370226706502,0.6673860990099864,4
coefficient_update_vs_checkpoint,qlora-seed42,QLoRA (seed 42),QLoRA,42,v_proj,4.0,checkpoint_fraction,coefficient_update_rel,0.010798750817775718,0.06097091734409333,0.82466943671172,0.6800796798464256,4
coefficient_update_vs_checkpoint,qlora-seed42,QLoRA (seed 42),QLoRA,42,v_proj,5.0,checkpoint_fraction,coefficient_update_rel,0.011842569708824125,0.07759412005543709,0.8301454644611923,0.6891414921654887,4
delta_m_vs_delta_d,qlora-seed43,QLoRA (seed 43),QLoRA,43,down_proj,,delta_direction,delta_magnitude_rel,0.6350691177992501,0.0009771258953956297,0.910465984057536,0.8289483081258574,24
coefficient_update_vs_checkpoint,qlora-seed43,QLoRA (seed 43),QLoRA,43,down_proj,0.0,checkpoint_fraction,coefficient_update_rel,0.007340461015701268,0.057970665395259864,0.8178541552715413,0.6688854192949263,4
coefficient_update_vs_checkpoint,qlora-seed43,QLoRA (seed 43),QLoRA,43,down_proj,1.0,checkpoint_fraction,coefficient_update_rel,0.006409500539302812,0.046701181679964066,0.7985174476293059,0.6376301141684213,4
coefficient_update_vs_checkpoint,qlora-seed43,QLoRA (seed 43),QLoRA,43,down_proj,2.0,checkpoint_fraction,coefficient_update_rel,0.008074936270713779,0.05543443933129313,0.8105107504861847,0.6569276766536783,4
coefficient_update_vs_checkpoint,qlora-seed43,QLoRA (seed 43),QLoRA,43,down_proj,3.0,checkpoint_fraction,coefficient_update_rel,0.008220198750495903,0.0564991384744644,0.8116360739036798,0.6587531164617795,4
coefficient_update_vs_checkpoint,qlora-seed43,QLoRA (seed 43),QLoRA,43,down_proj,4.0,checkpoint_fraction,coefficient_update_rel,0.008627516031265256,0.05755681917071343,0.7993655411161495,0.6389852683239146,4
coefficient_update_vs_checkpoint,qlora-seed43,QLoRA (seed 43),QLoRA,43,down_proj,5.0,checkpoint_fraction,coefficient_update_rel,0.008432883024215685,0.055695042014121995,0.782762397593372,0.6127169710861241,4
delta_m_vs_delta_d,qlora-seed43,QLoRA (seed 43),QLoRA,43,k_proj,,delta_direction,delta_magnitude_rel,1.2183675591229866,-4.11068724190286e-05,0.7654303760724873,0.5858836606144694,24
coefficient_update_vs_checkpoint,qlora-seed43,QLoRA (seed 43),QLoRA,43,k_proj,0.0,checkpoint_fraction,coefficient_update_rel,0.0031643860042095038,0.030615454539656646,0.7987260036339205,0.6379632288810136,4
coefficient_update_vs_checkpoint,qlora-seed43,QLoRA (seed 43),QLoRA,43,k_proj,1.0,checkpoint_fraction,coefficient_update_rel,0.0033969648182392126,0.020202923566102975,0.8675888750003724,0.7527104560244118,4
coefficient_update_vs_checkpoint,qlora-seed43,QLoRA (seed 43),QLoRA,43,k_proj,2.0,checkpoint_fraction,coefficient_update_rel,0.0025941610336303665,0.021684410050511364,0.8221974739015185,0.6760086860900383,4
coefficient_update_vs_checkpoint,qlora-seed43,QLoRA (seed 43),QLoRA,43,k_proj,3.0,checkpoint_fraction,coefficient_update_rel,0.004164299368858337,0.020471527241170406,0.8366312986779958,0.6999519299276298,4
coefficient_update_vs_checkpoint,qlora-seed43,QLoRA (seed 43),QLoRA,43,k_proj,4.0,checkpoint_fraction,coefficient_update_rel,0.004206825792789461,0.021471838466823094,0.838318346142713,0.7027776494794534,4
coefficient_update_vs_checkpoint,qlora-seed43,QLoRA (seed 43),QLoRA,43,k_proj,5.0,checkpoint_fraction,coefficient_update_rel,0.0031511522829532493,0.025413635186851028,0.8281242717914018,0.6857898095300395,4
delta_m_vs_delta_d,qlora-seed43,QLoRA (seed 43),QLoRA,43,q_proj,,delta_direction,delta_magnitude_paper,1.426370078399003,-0.0005385742697121355,0.8623411128437914,0.7436321949006687,24
delta_m_vs_delta_d,qlora-seed43,QLoRA (seed 43),QLoRA,43,q_proj,,delta_direction,delta_magnitude_rel,1.77965331759606,-0.0007747810917180384,0.83843367428219,0.7029710261703334,24
coefficient_update_vs_checkpoint,qlora-seed43,QLoRA (seed 43),QLoRA,43,q_proj,0.0,checkpoint_fraction,coefficient_update_rel,0.0027624443173408448,0.03991753049194812,0.8237429017979634,0.6785523682625292,4
coefficient_update_vs_checkpoint,qlora-seed43,QLoRA (seed 43),QLoRA,43,q_proj,1.0,checkpoint_fraction,coefficient_update_rel,0.004684414714574801,0.029285931959748275,0.8368711435963954,0.7003533109843386,4
coefficient_update_vs_checkpoint,qlora-seed43,QLoRA (seed 43),QLoRA,43,q_proj,2.0,checkpoint_fraction,coefficient_update_rel,0.003630048036575316,0.031024985015392297,0.8345130709007929,0.6964120655042717,4
coefficient_update_vs_checkpoint,qlora-seed43,QLoRA (seed 43),QLoRA,43,q_proj,3.0,checkpoint_fraction,coefficient_update_rel,0.005054435133934019,0.03153354302048683,0.8189668469450474,0.6707066963951127,4
coefficient_update_vs_checkpoint,qlora-seed43,QLoRA (seed 43),QLoRA,43,q_proj,4.0,checkpoint_fraction,coefficient_update_rel,0.0044549450278282155,0.03292510099709035,0.8284653320714691,0.6863548064442896,4
coefficient_update_vs_checkpoint,qlora-seed43,QLoRA (seed 43),QLoRA,43,q_proj,5.0,checkpoint_fraction,coefficient_update_rel,0.005226658284664145,0.03273606859147549,0.8370412521093408,0.700638057732773,4
delta_m_vs_delta_d,qlora-seed43,QLoRA (seed 43),QLoRA,43,up_proj,,delta_direction,delta_magnitude_rel,1.1090905511642557,0.00015471270176593182,0.9796758032941876,0.9597646795601117,24
coefficient_update_vs_checkpoint,qlora-seed43,QLoRA (seed 43),QLoRA,43,up_proj,0.0,checkpoint_fraction,coefficient_update_rel,0.008977982401847821,0.06465701758861543,0.8324884861567193,0.6930370795835062,4
coefficient_update_vs_checkpoint,qlora-seed43,QLoRA (seed 43),QLoRA,43,up_proj,1.0,checkpoint_fraction,coefficient_update_rel,0.008879208564758278,0.06550904735922816,0.8219464998882597,0.6755960486785609,4
coefficient_update_vs_checkpoint,qlora-seed43,QLoRA (seed 43),QLoRA,43,up_proj,2.0,checkpoint_fraction,coefficient_update_rel,0.008649405837058985,0.06474436819553378,0.8160049897863979,0.6658641433562994,4
coefficient_update_vs_checkpoint,qlora-seed43,QLoRA (seed 43),QLoRA,43,up_proj,3.0,checkpoint_fraction,coefficient_update_rel,0.008830797672271724,0.06811924651265143,0.8115479176599935,0.6586100226582715,4
coefficient_update_vs_checkpoint,qlora-seed43,QLoRA (seed 43),QLoRA,43,up_proj,4.0,checkpoint_fraction,coefficient_update_rel,0.009726691246032699,0.06262591108679771,0.8232201381961717,0.677691395931724,4
coefficient_update_vs_checkpoint,qlora-seed43,QLoRA (seed 43),QLoRA,43,up_proj,5.0,checkpoint_fraction,coefficient_update_rel,0.00935534685850142,0.06194995716214181,0.8166146974117913,0.6668595640289514,4
delta_m_vs_delta_d,qlora-seed43,QLoRA (seed 43),QLoRA,43,v_proj,,delta_direction,delta_magnitude_paper,0.22788532694823224,0.0006770283076202385,0.8276610941737542,0.685022886808896,24
delta_m_vs_delta_d,qlora-seed43,QLoRA (seed 43),QLoRA,43,v_proj,,delta_direction,delta_magnitude_rel,0.8614612552360462,0.0008058848397528575,0.9798010954999048,0.9600101867428136,24
coefficient_update_vs_checkpoint,qlora-seed43,QLoRA (seed 43),QLoRA,43,v_proj,0.0,checkpoint_fraction,coefficient_update_rel,0.007633805274963349,0.07396207004785539,0.8343284471819814,0.6961039577770963,4
coefficient_update_vs_checkpoint,qlora-seed43,QLoRA (seed 43),QLoRA,43,v_proj,1.0,checkpoint_fraction,coefficient_update_rel,0.006596523523330677,0.06751430407166482,0.827433892784025,0.6846468469277254,4
coefficient_update_vs_checkpoint,qlora-seed43,QLoRA (seed 43),QLoRA,43,v_proj,2.0,checkpoint_fraction,coefficient_update_rel,0.01012203991413112,0.081579826772213,0.8123168186326234,0.6598586138334264,4
coefficient_update_vs_checkpoint,qlora-seed43,QLoRA (seed 43),QLoRA,43,v_proj,3.0,checkpoint_fraction,coefficient_update_rel,0.01001205742359162,0.06928508356213567,0.8134243392140278,0.6616591556257777,4
coefficient_update_vs_checkpoint,qlora-seed43,QLoRA (seed 43),QLoRA,43,v_proj,4.0,checkpoint_fraction,coefficient_update_rel,0.008648470044136013,0.06584988161921504,0.8178403173975368,0.6688627847609038,4
coefficient_update_vs_checkpoint,qlora-seed43,QLoRA (seed 43),QLoRA,43,v_proj,5.0,checkpoint_fraction,coefficient_update_rel,0.011486759781837448,0.07375911623239519,0.8184729983159098,0.6698980489722353,4
